geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
10866120	La Palma	La Palma	La Palma	-31.97186	-58.04672	S	TRIG	UY		11	03			0		62	America/Montevideo	2018-02-22
10943769	La Palma	La Palma	La Palma	-33.94387	-57.68868	L	LCTY	UY		04	07			0		126	America/Montevideo	2018-02-22
10944646	La Palma	La Palma	La Palma	-31.74785	-55.99351	L	LCTY	UY		18				0		158	America/Montevideo	2015-12-07
11674222	Florida	Florida	Florida	-34.08523	-56.187	S	AIRF	UY		07				0		59	America/Montevideo	2017-09-06
11674233	San Francisco	San Francisco	San Francisco	-32.24633	-58.09334	S	AIRF	UY		11				0		15	America/Montevideo	2017-09-06
1216351	Panoma	Panoma	Panama,Panoma	38.5201	67.72088	P	PPL	UZ		12				0		1343	Asia/Samarkand	2016-09-08
1216519	Matrid	Matrid	Madrid,Matrid	39.7	66.96667	P	PPL	UZ		00				0		666	Asia/Samarkand	2012-01-17
1512440	Republic of Uzbekistan	Republic of Uzbekistan	'Usipekitani,L'Uzbekistan,Lusbekaen,Lusbekän,L’Uzbekistan,Nsibekisitani,Nṣibẹkisitani,O'zbekiston,O'zbekiston Respublikasi,OEzbegistan,OEzbekistan,OEzbəkistan,Oesbekistan,Oezbekistan,Ouzbekistan,Ouzbékistan,Ouzmpekistan,Owzbekistan,Owzbekstan,Ozbekistan,Ozbequistan,Ozbèquistan,Oʻzbekiston,O‘zbekiston,O‘zbekiston Respublikasi,Pow Ousbek,Republic of Uzbekistan,U-do-be-ki-xtan,U-do-be-ki-xtan (Uzbekistan),U-dơ-bê-ki-xtan,U-dơ-bê-ki-xtan (Uzbekistan),UEzbegisztan,Usbagastan,Usbagastàn,Usbakistan,Usbekistaan,Usbekistan,Usbekistaŋ,Usbèkistan,Uspekstan,Uzbakiston,Uzbecia,Uzbek Soviet Socialist Republic,Uzbekija,Uzbekio,Uzbekistaean,Uzbekistan,Uzbekistan nutome,Uzbekistana,Uzbekistanas,Uzbekistani,Uzbekiston,Uzbekiston Respublikasi,Uzbekistán,Uzbekistäan,Uzbekistāna,Uzbekskaya Sovetskaya Sotsialisticheskaya Respublika,Uzbekujo,Uzbequistan,Uzbequistao,Uzbequistán,Uzbequistão,Uzbɛkistan,Uzebekisitani,Uzibekisita,Uzibekistani,Uzibɛkisitá,Uzubekisitani,Uzubekistan,Wsbecistan,Wuzibekisitaani,an Uisbeiceastain,an Úisbéiceastáin,auzbikistan,awzbkstan,azbkstan,azbڪstan,i-Uzbekistan,l-Uzbekistan,l-Użbekistan,pra the sxusbeki sthan,ujabekistana,ujabekisthana,ujabhaatkahchcataan,ujbekistan,ujbekistana,ujbekisthan,ujbekisthana,ujeubekiseutan,ujhabekistana,ujhbekistana,uspekistan,us‌bekkisthaൻ,uzabekisatana,uzbekistana,uzbekʼeti,uzubekisutan,uzubekisutan gong he guo,wu zi bie ke,wu zi bie ke si tan,xusbeki sthan,yۆzbېkystan,Özbegistan,Özbekistan,Özbəkistan,Úsbekistan,Ûzbêkistan,Üzbegisztán,Ŭzbekiston Respublikasi,ʻUsipekitani,ʼwzbqystn,ʿuዝbekisitani,Ουζμπεκιστάν,Узбекистан,Узбекістан,Узбэкістан,Үzbəkstan,Үзбәкстан,Өzbekstan,Өзбекстан,Ӯзбакистон,Ӯзбекистон,Ӳспекстан,Ուզբեկիստան,Ուզբեկստան,אוזבעקיסטאן,אוזבקיסטאן,אוזבקיסטן,أوزبكستان,ئوزبەکستان,ئۆزبېكىستان,ازبكستان,ازبکستان,ازبڪستان,اوزبکستان,اُزبِکِستان,उजबेकिस्तान,उजबेकिस्थान,उज़्बेकिस्तान,उज्बेकिस्तान,उझबेकिस्तान,উজবেকিস্তান,উজ্বেকিস্থান,ਉਜ਼ਬੇਕਿਸਤਾਨ,ઉઝ્બેકિસ્તાન,ଉଜବେକିସ୍ତାନ,உஸ்பெகிஸ்தான்,ఉజ్బెకిస్తాన్,ಉಜ್ಬೇಕಿಸ್ಥಾನ್,ഉസ്‌ബെക്കിസ്ഥാൻ,උස්බෙකිස්ථානය,ประเทศอุซเบกิสถาน,อุซเบกิสถาน,ອສເບກສະຖານ,ອຸສເບກິສະຖານ,ཨས་བག་ག་སཏན,ཨུཛ་བེ་ཀིསྟཱན།,ཨུས་བེག་གི་སཏཱན,ဥဇဘက်ကစ္စတန်,უზბაკეთი,უზბეკეთი,ኡዝቤኪስታን,ዩዝበኪስታን,អសបេគសថាន,អ៊ូសបេគីស្ថាន,ウズベキスタン,ウズベキスタン共和国,乌兹别克斯坦,烏茲別克,우즈베키스탄	41.66667	63.83333	A	PCLI	UZ		00				32955400		193		2021-08-16
1514483	Bag‘dod	Bag`dod	Bag`dod,Bagdad,Baghdod,Bag‘dod,Serovo	40.46306	71.21222	P	PPLA2	UZ		03				0		419	Asia/Tashkent	2020-06-10
1538556	Bag‘dod	Bag`dod	Bag`dod,Bagdad,Bagdad II,Bagdad Vtoroy,Bag‘dod	40.47726	71.25972	P	PPL	UZ		03				0		405	Asia/Tashkent	2020-06-11
7668819	Bagdad	Bagdad	Bagdad Shahri	40.48557	71.19567	A	ADM2	UZ		03	7668819			0		414	Asia/Tashkent	2018-06-06
8163801	Kabul	Kabul	Kabul,Кабул	40.92969	72.53356	P	PPL	UZ		01				0		527	Asia/Tashkent	2012-01-22
3577831	Richmond	Richmond		13.30313	-61.22776	P	PPL	VC		3.0				0		51	America/St_Vincent	2016-10-27
3577933	Chateaubelair	Chateaubelair	Chateaubelair,Richmond,Richmond Town	13.29069	-61.24043	P	PPLA	VC		3.0				735		9	America/St_Vincent	2016-10-27
12535701	Palmyra	Palmyra	Palmyra	13.26053	-61.21952	P	PPL	VC		3.0				0		472	America/St_Vincent	2023-06-16
3480843	San Francisco	San Francisco		11.20944	-64.29167	P	PPL	VE		17.0				0		-9999	America/Caracas	1999-03-16
3481327	Colorado	Colorado		10.60228	-66.86866	P	PPLL	VE		26.0	2401.0			0		101	America/Caracas	2023-05-13
3482223	La Palma	La Palma		9.25423	-70.77393	P	PPLX	VE		21.0	2106.0			0		840	America/Caracas	2023-05-13
3484555	Puerto Rico	Puerto Rico		10.03428	-64.38814	P	PPL	VE		2.0	318.0			0		406	America/Caracas	2023-05-13
3484556	Puerto Rico	Puerto Rico		10.03722	-64.38611	P	PPL	VE		2.0	318.0			0		510	America/Caracas	2023-05-13
3484602	Portugal	Portugal		10.11111	-64.56667	P	PPLX	VE		2.0	308.0			0		45	America/Caracas	2023-05-13
3486861	La Palma	La Palma		8.28301	-69.95927	P	PPLL	VE		5.0	604.0			0		117	America/Caracas	2023-05-13
3625428	Bolivarian Republic of Venezuela	Bolivarian Republic of Venezuela	A Bheiniseala,A' Bheiniseala,A’ Bheiniseala,Beneswela,Benezuela,Benezuwela,Biniswila,Bolivarian Republic of Venezuela,Estados Unidos de Venezuela,Fenesuela,Fenisuweela,Fẹnẹṣuẹla,Republic of Venezuela,Republica Bolivariana de Venezuela,Republica de Venezuela,República Bolivariana de Venezuela,República de Venezuela,United States of Venezuela,Ve-ne-zu-e-la,Ve-ne-zu-e-la (Venezuela),Veiniseala,Veiniséala,Venecuela,Venecuēla,Venesolaen,Venesolän,Venesuehl,Venesuehla,Venesuela,Veneswela,Venesúela,Venetiola,Venetsueela,Venezoela,Venezoelà,Venezouela,Venezuela,Venezuela nutome,Venezuela  Bolivarian Republic Of,Venezuelaea,Venezuele,Venezuelo,Venezueläa,Venezuelë,Venezuwela,Venezuèla,Venezuêla,Venezzuela,Veneçuela,Veneçuèla,Venisuela,Venzwera,Venézuela,Vénésuéla,Vénézuéla,Vê-nê-zu-ê-la,Vê-nê-zu-ê-la (Venezuela),Wenesiyela,Wenesuela,Wenesuwelaa,Wenezuela,Winisuyla,benejuella,benesuella,benezuera,benezuera gong he guo,bheneju'ela,bhenejuyela,bhenijuraela,bhenijuyela,fnzwyla,i-Venezuela,il-Venezwela,prathes wenesuxela,venejhu'ela,veneju'ela,venejuvela,venejuyela,venesuela,venezu'ela,venezvela,venicula,venicuvela,venijula,venisvela,venizuwela,vhenejhu'ela,vېnېsۇyېla,wei nei rui la,wenesuxela,wnzwyla,wnzwʼlh,wwʻnʻzwʻlʻ,wynazwla,wynzwyla,wynzwyyla,Βενεζουέλα,Венесуела,Венесуэл,Венесуэла,Венецуела,Վենեսուելա,ווענעזועלע,ונצואלה,فنزويلا,ونزوئلا,وينزويلا,وینازوٗلا,وینزوئیلا,وینزویلا,ۋېنېسۇئېلا,भेनेजुएला,वेनेज़्वेला,वेनेजुएला,वेनेजुयेला,व्हेनेझुएला,ভেনিজুয়েলা,ভেনিজুৱেলা,ভেনেজুয়েলা,ਵੇਨੇਜ਼ੂਏਲਾ,વેનેઝુએલા,ଭେନେଜୁଏଲା,வெனிசுலா,வெனிசுவேலா,వెనిజులా,ವೆನೆಜುವೆಲಾ,വെനിസ്വേല,වෙනසයලාව,වෙනිසියුලාව,ประเทศเวเนซุเอลา,เวเนซุเอลา,ເວເນຊູເອລາ,ເວເນຊເອລາ,བ་ན་ཛ་ཝ་ལ,བེ་ནི་ཛུ་ཝེ་ལ,ཝ་ན་ཟའ་ལ།,ཝེ་ནི་ཛུའེ་ལ།,ཝེ་ནེ་ཟུའེ་ལ།,ဗင်နီဇွဲလား,ვენესუელა,ቬንዙዌላ,វេណេសយអេឡា,វ៉េណេស៊ុយអេឡា,ベネズエラ,ベネズエラ共和国,委內瑞拉,委内瑞拉,베네수엘라,베네주엘라	8.0	-66.0	A	PCLI	VE		0.0				28870195		68	America/Caracas	2021-08-16
3626143	Tokio	Tokio		6.58333	-61.68333	P	PPL	VE		6.0	709.0			0		138	America/Caracas	2023-05-13
3627039	Santiago de Trujillo	Santiago de Trujillo	Santiago,Santiago de Trujillo	9.24616	-70.52857	P	PPL	VE		21.0	2119.0			0		1119	America/Caracas	2023-05-13
3627533	Santa Barbara	Santa Barbara		11.19563	-70.16706	P	PPL	VE		11.0	1124.0			0		108	America/Caracas	2023-05-13
3627537	Santa Barbara	Santa Barbara		10.47097	-67.623	P	PPL	VE		4.0	503.0			0		547	America/Caracas	2023-05-13
3627544	Santa Barbara	Santa Barbara		9.99248	-67.9417	P	PPL	VE		7.0	814.0			0		784	America/Caracas	2023-05-13
3627551	Santa Bárbara	Santa Barbara	Santa Barbara,Santa Bárbara	9.26387	-62.92775	P	PPL	VE		16.0	1608.0			0		28	America/Caracas	2023-05-13
3627555	Santa Barbara	Santa Barbara		8.41322	-71.79253	P	PPL	VE		14.0	1423.0			0		761	America/Caracas	2023-05-13
3627556	Santa Barbara	Santa Barbara		8.32448	-71.71866	P	PPL	VE		14.0	1421.0			0		1155	America/Caracas	2023-05-13
3627564	Santa Barbara	Santa Barbara		7.35779	-63.2807	P	PPL	VE		6.0	707.0			0		347	America/Caracas	2023-05-13
3627573	Santa Barbara	Santa Barbara		9.85728	-70.88749	L	LCTY	VE		23.0	2302.0			0		56	America/Caracas	2023-05-13
3628366	San Francisco	San Francisco		12.2	-70.01667	P	PPL	VE		11.0				0		1	America/Caracas	1993-12-23
3628367	San Francisco	San Francisco		12.15	-69.98333	P	PPL	VE		11.0	1109.0			0		44	America/Caracas	2023-05-13
3628368	San Francisco	San Francisco	San Francisco	12.08273	-69.92616	S	FRMQ	VE		11.0	1109.0			0		27	America/Caracas	2023-05-13
3628369	San Francisco	San Francisco		11.44724	-69.27155	P	PPL	VE		11.0	1125.0			0		211	America/Caracas	2023-05-13
3628370	San Francisco	San Francisco		11.25	-69.43333	P	PPL	VE		11.0	1106.0			0		184	America/Caracas	2023-05-13
3628371	San Francisco	San Francisco		11.02424	-64.29127	P	PPL	VE		17.0	1709.0			0		92	America/Caracas	2023-05-13
3628372	San Francisco	San Francisco		10.94726	-71.06489	P	PPL	VE		11.0	1113.0			0		16	America/Caracas	2023-05-13
3628374	San Francisco	San Francisco		10.55363	-71.70364	P	PPLA2	VE		23.0	2317.0			0		54	America/Caracas	2012-01-11
3628375	San Francisco	San Francisco		10.28478	-70.3122	P	PPL	VE		13.0	1308.0			0		509	America/Caracas	2023-05-13
3628376	San Francisco	San Francisco		10.13333	-67.25	P	PPL	VE		4.0	505.0			0		645	America/Caracas	2023-05-13
3628377	San Francisco	San Francisco		10.134	-63.691	P	PPL	VE		16.0	1601.0			0		572	America/Caracas	2024-02-05
3628378	San Francisco	San Francisco		9.83225	-65.05117	P	PPL	VE		2.0	314.0			0		37	America/Caracas	2023-05-13
3628379	San Francisco	San Francisco		9.8	-68.63333	P	PPL	VE		8.0	908.0			0		455	America/Caracas	2023-05-13
3628380	San Francisco	San Francisco		9.35	-64.45	P	PPL	VE		2.0	301.0			0		190	America/Caracas	2023-05-13
3628381	San Francisco	San Francisco		9.01667	-64.6	P	PPL	VE		2.0	302.0			0		238	America/Caracas	2023-05-13
3628382	Hato San Francisco	Hato San Francisco	Hato San Francisco,San Francisco	8.9141	-64.89702	S	FRM	VE		12.0	1215.0			0		150	America/Caracas	2023-05-13
3628383	San Francisco	San Francisco		8.28723	-71.7321	P	PPL	VE		14.0	1421.0			0		1400	America/Caracas	2023-05-13
3628384	San Francisco	San Francisco		7.81667	-68.23333	P	PPL	VE		3.0	401.0			0		61	America/Caracas	2023-05-13
3628385	San Francisco	San Francisco		7.76667	-72.4	P	PPL	VE		20.0	2004.0			0		866	America/Caracas	2023-05-13
3628386	San Francisco	San Francisco		7.26667	-61.68333	P	PPL	VE		6.0	703.0			0		168	America/Caracas	2023-05-13
3628387	San Francisco	San Francisco		7.06667	-69.23333	P	PPL	VE		3.0	406.0			0		92	America/Caracas	2023-05-13
3628388	San Francisco	San Francisco		7.06667	-67.21667	P	PPL	VE		3.0	405.0			0		55	America/Caracas	2023-05-13
3628389	San Francisco	San Francisco		7.06667	-63.6	P	PPL	VE		6.0	707.0			0		271	America/Caracas	2023-05-13
3628390	San Francisco	San Francisco		10.54444	-71.64194	L	LCTY	VE		23.0	2317.0			0		35	America/Caracas	2023-05-13
3628391	San Francisco	San Francisco		7.45078	-68.96256	L	LCTY	VE		3.0	403.0			0		70	America/Caracas	2023-05-13
3628392	San Francisco	San Francisco		10.10285	-65.81977	S	FRM	VE		15.0	1516.0			0		228	America/Caracas	2023-05-13
3628393	San Francisco	San Francisco		10.09831	-68.10259	S	AIRF	VE		7.0	806.0			0		462	America/Caracas	2023-05-13
3628460	San Diego	San Diego		10.4492	-71.08222	P	PPL	VE		23.0	2303.0			0		153	America/Caracas	2023-05-13
3628461	San Diego	San Diego		10.34573	-66.95068	P	PPL	VE		15.0	1510.0			0		1277	America/Caracas	2023-05-13
3628462	San Diego	San Diego	San Diego	10.26057	-67.95363	P	PPLA2	VE		7.0	812.0			0		471	America/Caracas	2018-08-08
3628463	San Diego	San Diego		10.11233	-64.57341	P	PPL	VE		2.0	308.0			0		40	America/Caracas	2023-05-13
3628464	San Diego	San Diego		9.09718	-62.47318	P	PPL	VE		16.0	1607.0			0		19	America/Caracas	2023-05-13
3628465	San Diego	San Diego		9.04167	-67.29167	P	PPL	VE		12.0	1208.0			0		129	America/Caracas	2023-05-13
3629646	Puerto Rico	Puerto Rico		10.22622	-71.91381	P	PPL	VE		23.0	2309.0			0		8	America/Caracas	2023-05-13
3629647	Puerto Rico	Puerto Rico		9.94856	-70.723	P	PPL	VE		13.0	1308.0			0		644	America/Caracas	2023-05-13
3629648	Puerto Rico	Puerto Rico		9.24333	-71.04028	P	PPL	VE		23.0	2320.0			0		23	America/Caracas	2023-05-13
3629649	Puerto Rico	Puerto Rico		7.51667	-72.46667	P	PPL	VE		20.0	2021.0			0		1880	America/Caracas	2023-05-13
3629650	Puerto Rico	Puerto Rico		7.1	-60.78333	P	PPL	VE		6.0	709.0			0		198	America/Caracas	2023-05-13
3631075	Caño la Palma	Cano la Palma	Cano la Palma,Caño la Palma,La Palma	8.75	-72.3	H	STM	VE		23.0				0		17	America/Caracas	2020-06-10
3631459	Nueva Florida	Nueva Florida	Florida,Nueva Florida	8.94444	-69.01755	P	PPL	VE		18.0	1812.0			0		87	America/Caracas	2023-05-13
3631999	Montevideo	Montevideo		10.10343	-65.74382	P	PPL	VE		15.0	1516.0			0		84	America/Caracas	2023-05-13
3632000	Montevideo	Montevideo		9.86821	-70.1327	P	PPL	VE		13.0	1308.0			0		553	America/Caracas	2023-05-13
3632001	Montevideo	Montevideo		9.55	-65.8	P	PPL	VE		12.0	1211.0			0		183	America/Caracas	2023-05-13
3632191	Miranda	Miranda	Caracas,Estado Bolivariano de Miranda,Estado Miranda,Miranda	10.25	-66.41667	A	ADM1	VE		15.0				2675165		63	America/Caracas	2020-01-20
3632297	Mesa de Cavacas	Mesa de Cavacas	Caracas,Cavacas,Cavadas,Mesa de Caracas	9.07651	-69.8162	P	PPL	VE		18.0	1804.0			0		268	America/Caracas	2023-05-13
3634265	Los Colorados	Los Colorados	Colorado,Los Colorados	9.86667	-65.83333	P	PPL	VE		12.0	1213.0			0		241	America/Caracas	2023-05-13
3634385	Caracas	Caracas		9.07333	-63.505	P	PPL	VE		16.0	1602.0			0		132	America/Caracas	2023-05-13
3634571	Los Angeles	Los Angeles		9.47057	-65.38241	P	PPL	VE		12.0	1215.0			0		81	America/Caracas	2023-05-13
3636937	La Palma	La Palma		11.14829	-68.56194	P	PPL	VE		11.0	1101.0			0		60	America/Caracas	2023-05-13
3636938	La Palma	La Palma		10.46667	-70.55	P	PPL	VE		11.0	1107.0			0		589	America/Caracas	2023-05-13
3636939	La Palma	La Palma		10.36667	-67.13333	P	PPL	VE		15.0	1510.0			0		1783	America/Caracas	2023-05-13
3636940	La Palma	La Palma		10.35428	-71.83922	P	PPL	VE		23.0	2309.0			0		8	America/Caracas	2023-05-13
3636941	La Palma	La Palma		10.05	-66.85	P	PPL	VE		15.0	1520.0			0		609	America/Caracas	2023-05-13
3636942	La Palma	La Palma		10.03751	-67.28153	P	PPL	VE		4.0	510.0			0		878	America/Caracas	2023-05-13
3636943	La Palma	La Palma		9.72496	-69.84825	P	PPL	VE		13.0	1305.0			0		722	America/Caracas	2023-05-13
3636944	La Palma	La Palma		9.72623	-68.54259	P	PPL	VE		8.0	908.0			0		196	America/Caracas	2023-05-13
3636945	La Palma	La Palma		9.35	-66.0	P	PPL	VE		12.0	1205.0			0		111	America/Caracas	2023-05-13
3636946	La Palma	La Palma		9.07245	-70.90087	P	PPL	VE		14.0	1413.0			0		2069	America/Caracas	2023-05-13
3636947	La Palma	La Palma		8.2	-69.2	P	PPL	VE		5.0	611.0			0		77	America/Caracas	2023-05-13
3636948	La Palma	La Palma		7.9848	-71.85825	P	PPL	VE		20.0	2028.0			0		2238	America/Caracas	2023-05-13
3640597	Gibraltar	Gibraltar	Gibraltar,Гибралтар	9.27132	-71.13466	P	PPL	VE		23.0	2320.0			0		3	America/Caracas	2023-05-13
3643571	El Congo	El Congo	Congo,Congo-Mirador,El Congo	9.3855	-71.80076	P	PPL	VE		23.0				0		-1	America/Caracas	2012-01-18
3644468	Don Diego	Don Diego	Don Diego,El Diego,San Diego	11.2	-68.66667	P	PPL	VE		11.0	1101.0			0		116	America/Caracas	2023-05-13
3644882	Cuba	Cuba		9.35682	-70.57314	P	PPL	VE		21.0	2116.0			0		516	America/Caracas	2023-05-13
3645332	Colorado	Colorado		10.15	-63.45	P	PPL	VE		16.0	1604.0			0		1173	America/Caracas	2023-05-13
3645333	Colorado	Colorado		6.61667	-63.31667	P	PPL	VE		6.0	707.0			0		296	America/Caracas	2023-05-13
3645334	Colorado	Colorado		9.92301	-66.03669	S	FRM	VE		12.0	1209.0			0		278	America/Caracas	2023-05-13
3645367	Colombia	Colombia		9.30079	-63.13308	P	PPL	VE		16.0	1608.0			0		62	America/Caracas	2023-05-13
3645368	Colombia	Colombia		7.91667	-69.31667	P	PPL	VE		3.0	403.0			0		81	America/Caracas	2023-05-13
3646738	Caracas	Caracas	CCS,Caracae,Caracas,Caraques,Karakas,Karakasa,Karakasas,Karakaso,ka la ka si,ka raka s,kalakaseu,karakas,karakasa,karakasu,karakkas,kraks,Καράκας,Каракас,Կարակաս,קאראקאס,קראקס,كاراكاس,کاراکاس,کراکس,काराकास,কারাকাস,ਕਾਰਾਕਾਸ,કારાકાસ,କାରାକାସ,கரகஸ்,ಕರಾಕಸ್,കാരക്കാസ്,การากัส,ཁ་ར་ཁ་སི,ကရာကက်စ်မြို့,კარაკასი,ካራካስ,カラカス,卡拉卡斯,카라카스	10.48801	-66.87919	P	PPLC	VE		25.0	101.0			3000000		887	America/Caracas	2022-03-09
3648103	Bolivia	Bolivia		9.56667	-70.3	P	PPL	VE		21.0	2105.0			0		923	America/Caracas	2023-05-13
3648104	Bolivia	Bolivia	Bolivia	7.6747	-72.36236	P	PPL	VE		20.0	2014.0			0		897	America/Caracas	2023-08-15
3648559	Barcelona	Barcelona	BLA,Barcelona,Barcelono,Barselona,Varkeloni,ba sai luo na,baleusellona,barselona,barslwna  wnzwyla,barslwna  wynyzwyla,baruserona,Βαρκελώνη,Барселона,بارسلونا، ونزوئلا,بارسلونا، وینیزویلا,ဘာစီလိုနာမြို့၊ ဗင်နီဇွဲလား,ბარსელონა,バルセロナ,巴塞羅那,바르셀로나	10.13625	-64.68618	P	PPLA	VE		2.0	318.0			815141		8	America/Caracas	2023-05-13
3648560	Barcelona	Barcelona		9.96833	-70.74111	P	PPL	VE		13.0	1308.0			0		640	America/Caracas	2023-05-13
3648561	Barcelona	Barcelona		9.08333	-64.61667	P	PPL	VE		2.0	302.0			0		208	America/Caracas	2023-05-13
3648562	Barcelona	Barcelona		7.56667	-67.2	P	PPL	VE		3.0	407.0			0		43	America/Caracas	2023-05-13
3738985	La Palma	La Palma		7.23787	-70.74221	P	PPL	VE		3.0	404.0			0		131	America/Caracas	2023-05-13
3740609	La Palma	La Palma		9.12385	-72.5386	L	LCTY	VE		23.0	2308.0			0		14	America/Caracas	2023-05-13
3742138	La Palma	La Palma		10.07135	-66.80181	P	PPL	VE		15	1512.0			0		499	America/Caracas	2023-05-13
3742146	La Palma	La Palma		10.0615	-66.92825	P	PPL	VE		15	1520.0			0		511	America/Caracas	2023-05-13
3742652	La Palma	La Palma	La Palma	10.0353	-66.15905	P	PPL	VE		15	1501.0			0		334	America/Caracas	2023-05-13
3746660	La Palma	La Palma		9.58884	-69.06536	P	PPL	VE		18	1801.0			0		149	America/Caracas	2023-05-13
3746674	La Palma	La Palma		9.48515	-69.0963	P	PPL	VE		18	1808.0			0		143	America/Caracas	2023-05-13
3748197	La Palma	La Palma		9.98711	-69.99438	P	PPL	VE		13	1308.0			0		932	America/Caracas	2023-05-13
3748300	San Francisco	San Francisco		9.97667	-69.95704	P	PPL	VE		13	1308.0			0		663	America/Caracas	2023-05-13
3748971	La Palma	La Palma		10.21454	-68.45861	L	LCTY	VE		22	2209.0			0		959	America/Caracas	2023-05-13
3749019	Colorado	Colorado		10.33449	-63.88099	P	PPL	VE		19	1912.0			0		499	America/Caracas	2023-05-13
3751036	San Francisco	San Francisco		10.80326	-69.71103	P	PPL	VE		11	1110.0			0		839	America/Caracas	2023-05-13
3753380	La Palma	La Palma		10.02382	-67.79769	P	PPL	VE		7	802.0			0		730	America/Caracas	2023-05-13
3755543	San Francisco	San Francisco		10.69523	-69.11881	P	PPL	VE		11	1123.0			0		154	America/Caracas	2023-05-13
3757206	San Diego	San Diego	San Diego	8.15988	-72.04831	P	PPL	VE		20	2024.0			0		1118	America/Caracas	2023-06-14
3757316	Paraguay	Paraguay	Paraguay	8.04176	-72.21725	P	PPL	VE		20	2003.0			0		1277	America/Caracas	2023-06-14
3758754	Veracruz	Veracruz	Veracruz	7.65332	-72.25647	P	PPL	VE		20	2006.0			0		526	America/Caracas	2023-05-13
3759101	Colorado	Colorado		7.92639	-72.07611	S	TRIG	VE		20	2026.0			0	3350.0	3280	America/Caracas	2023-05-13
3760176	Puerto Rico	Puerto Rico		7.16026	-71.27949	L	LCTY	VE		3	404.0			0		147	America/Caracas	2023-05-13
3761096	Colorado	Colorado		10.24583	-63.4825	S	FRM	VE		16	1604.0			0		1130	America/Caracas	2023-05-13
3761129	Colorado	Colorado		10.22313	-63.43118	L	LCTY	VE		16	1604.0			0		1013	America/Caracas	2023-05-13
3763044	Poros	Poros		11.66583	-71.77417	L	LCTY	VE		23	2315.0			0		7	America/Caracas	2023-05-13
3766482	Colorado	Colorado		9.37861	-69.05139	S	TRIG	VE		18	1814.0			0	124.0	123	America/Caracas	2023-05-13
3766484	Colorado	Colorado		9.40615	-69.0665	L	LCTY	VE		18	1814.0			0		134	America/Caracas	2023-05-13
3766876	La Palma	La Palma		8.19545	-69.03432	P	PPL	VE		5	611.0			0		81	America/Caracas	2023-05-13
3768031	La Palma	La Palma		9.51912	-70.05349	P	PPL	VE		13	1305.0			0		1802	America/Caracas	2023-05-13
3768076	Paraguay	Paraguay		10.06111	-70.74056	L	AREA	VE		13				0		563	America/Caracas	2002-01-24
3768273	Puerto Rico	Puerto Rico		9.62254	-69.97122	P	PPLX	VE		13	1305.0			0		1073	America/Caracas	2023-05-13
3773614	La Palma	La Palma		9.8171	-67.54562	P	PPLX	VE		12	1210.0			0		425	America/Caracas	2023-05-13
3777821	Colorado	Colorado		10.24333	-63.48222	P	PPL	VE		16	1604.0			0		1110	America/Caracas	2023-05-13
3777822	Colorado	Colorado		10.23111	-63.43389	P	PPL	VE		16	1604.0			0		999	America/Caracas	2023-05-13
3784156	La Palma	La Palma		10.7	-70.24444	L	AREA	VE		11				0		517	America/Caracas	2002-04-17
3784329	Puerto Rico	Puerto Rico		10.98326	-70.96586	P	PPL	VE		11	1113.0			0		32	America/Caracas	2023-05-13
3784466	San Francisco	San Francisco		12.06313	-70.04067	P	PPL	VE		11	1109.0			0		63	America/Caracas	2023-05-13
3790118	Portugal	Portugal		9.56006	-72.43459	P	PPL	VE		23	2311.0			0		19	America/Caracas	2023-05-13
3790510	San Francisco	San Francisco		10.82123	-71.27366	P	PPLL	VE		23	2314.0			0		16	America/Caracas	2023-05-13
3794502	La Palma	La Palma		10.12965	-69.05779	L	AREA	VE		22				0		805	America/Caracas	2002-09-12
3794503	La Palma	La Palma		10.35722	-68.56556	S	RNCH	VE		22	2214.0			0		228	America/Caracas	2023-05-13
3795551	San Francisco	San Francisco		7.94524	-71.80459	P	PPLL	VE		20	2028.0			0		1440	America/Caracas	2023-05-13
3795898	Colombia	Colombia		10.67372	-62.61512	L	AREA	VE		19				0		485	America/Caracas	2002-10-09
3795902	Colorado	Colorado		10.34068	-64.09842	P	PPL	VE		19	1914.0			0		75	America/Caracas	2023-05-13
3796679	San Francisco	San Francisco		10.63795	-62.16271	P	PPLX	VE		19	1915.0			0		18	America/Caracas	2023-05-13
3796995	Barcelona	Barcelona		10.65034	-63.16537	P	PPL	VE		19	1903.0			0		286	America/Caracas	2023-05-13
3797455	Puerto Rico	Puerto Rico		9.23008	-71.01938	P	PPL	VE		14				0		36	America/Caracas	2002-10-11
3798376	La Palma	La Palma	La Palma	9.33685	-69.71518	P	PPLL	VE		18	1804.0			0		899	America/Caracas	2023-05-13
3798618	Santa Barbara	Santa Barbara	Santa Barbara	9.47468	-69.52807	P	PPLX	VE		18	1807.0			0		804	America/Caracas	2023-05-13
3803999	La Palma	La Palma		10.17416	-67.02345	P	PPL	VE		15	1510.0			0		431	America/Caracas	2023-05-13
3804173	San Francisco	San Francisco		10.24444	-66.40278	P	PPLL	VE		15	1501.0			0		68	America/Caracas	2023-05-13
3805674	San Francisco	San Francisco		7.45889	-68.96	P	PPLL	VE		3	403.0			0		80	America/Caracas	2023-05-13
3806780	San Francisco	San Francisco		10.28625	-67.23975	P	PPL	VE		4	506.0			0		645	America/Caracas	2023-05-13
